,Audience Type,Fiscal Quarter,Fiscal Week Year,Country,BU,Audience Source,ID Provider,Audience Source Final,Impressions,Clicks,Spend,Net Rev,HVE
241,1PD,2023-Q3,2023-W35,Canada,CSB,0,0,0,787221.0,301.0,2279.6133733623,9651.029999999999,0.0
242,1PD,2023-Q3,2023-W35,France,CSB,0,0,0,0.0,0.0,0.0,4678.008248131,0.0
243,1PD,2023-Q3,2023-W35,France,CSB,0,LiveRamp,LiveRamp,0.0,0.0,43.892263884,0.0,0.0
244,1PD,2023-Q3,2023-W35,Germany,CSB,0,0,0,0.0,0.0,0.0,5700.035955034,0.0
245,1PD,2023-Q3,2023-W35,Germany,CSB,0,0,0,0.0,0.0,0.0,14.250740013,0.0
246,1PD,2023-Q3,2023-W35,India,B2B,0,0,0,652536.0,7718.0,2047.062586,208525.97400000002,21619.0
247,1PD,2023-Q3,2023-W35,India,CSB,0,0,0,6.0,0.0,0.0,0.0,0.0
248,1PD,2023-Q3,2023-W35,Japan,B2B,0,0,0,220908.0,3207.0,1945.286693,50513.281,12880.0
249,1PD,2023-Q3,2023-W35,Japan,CSB,0,0,0,139358660.0,277425.0,35494.855396185,2054996.497157286,0.0
250,1PD,2023-Q3,2023-W35,Japan,CSB,0,0,0,0.0,14.0,0.0,0.0,0.0
251,1PD,2023-Q3,2023-W35,Malaysia,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
252,1PD,2023-Q3,2023-W35,Netherlands,CSB,0,0,0,0.0,0.0,0.0,8635.480357625,0.0
253,1PD,2023-Q3,2023-W35,Netherlands,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
254,1PD,2023-Q3,2023-W35,Singapore,B2B,0,0,0,115465.0,906.0,468.994825,12680.252999999999,4208.0
255,1PD,2023-Q3,2023-W35,Spain,CSB,0,0,0,0.0,0.0,0.0,428.936872379,0.0
256,1PD,2023-Q3,2023-W35,Spain,CSB,0,0,0,0.0,0.0,0.0,194.330164172,0.0
257,1PD,2023-Q3,2023-W35,Sweden,CSB,0,0,0,0.0,0.0,0.0,2330.177778679,0.0
258,1PD,2023-Q3,2023-W35,Sweden,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
259,1PD,2023-Q3,2023-W35,Switzerland,CSB,0,0,0,0.0,0.0,0.0,2371.750997271,0.0
260,1PD,2023-Q3,2023-W35,Switzerland,CSB,0,0,0,0.0,0.0,0.0,3463.13247953,0.0
261,1PD,2023-Q3,2023-W35,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,88784.93010111101,0.0
262,1PD,2023-Q3,2023-W35,United Kingdom,CSB,0,LiveRamp,LiveRamp,0.0,0.0,875.3264465190001,0.0,0.0
263,1PD,2023-Q3,2023-W35,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
264,1PD,2023-Q3,2023-W35,United States,B2B,0,0,0,37592654.0,27640.0,303628.2501074083,25042265.48,141018.0
265,1PD,2023-Q3,2023-W35,United States,CSB,0,0,0,60330720.0,692677.0,576397.6453000259,1604739.94,0.0
266,1PD,2023-Q3,2023-W35,United States,CSB,0,0,0,1102931.0,835.0,11324.8840376261,7051.08,0.0
267,1PD,2023-Q3,2023-W36,Australia,B2B,0,0,0,220703.0,669.0,788.785442,109203.11499999999,3136.0
268,1PD,2023-Q3,2023-W36,Canada,B2B,0,0,0,2274713.0,1117.0,18070.8796130884,773050.156,13064.0
269,1PD,2023-Q3,2023-W36,Canada,CSB,0,0,0,13309815.0,11940.0,61646.9021434806,123519.44,0.0
270,1PD,2023-Q3,2023-W36,Canada,CSB,0,0,0,1009727.0,433.0,2174.304285922,6686.9,0.0
271,1PD,2023-Q3,2023-W36,France,CSB,0,0,0,0.0,0.0,0.0,19086.525796854,0.0
272,1PD,2023-Q3,2023-W36,France,CSB,0,LiveRamp,LiveRamp,0.0,0.0,196.297250004,0.0,0.0
273,1PD,2023-Q3,2023-W36,Germany,CSB,0,0,0,0.0,0.0,0.0,4878.132326307999,0.0
274,1PD,2023-Q3,2023-W36,Germany,CSB,0,0,0,0.0,0.0,0.0,1522.509535345,0.0
275,1PD,2023-Q3,2023-W36,India,B2B,0,0,0,692253.0,10482.0,1147.508423,136702.036,18473.0
276,1PD,2023-Q3,2023-W36,India,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
277,1PD,2023-Q3,2023-W36,Japan,B2B,0,0,0,314534.0,3944.0,1201.112238,965611.442,14125.0
278,1PD,2023-Q3,2023-W36,Japan,CSB,0,0,0,130677293.0,278438.0,49237.867632468,2386800.272494721,0.0
279,1PD,2023-Q3,2023-W36,Japan,CSB,0,0,0,0.0,11.0,0.0,0.0,0.0
280,1PD,2023-Q3,2023-W36,Malaysia,B2B,0,0,0,0.0,0.0,0.0,48128.505,0.0
281,1PD,2023-Q3,2023-W36,Netherlands,CSB,0,0,0,0.0,0.0,0.0,2421.616808139,0.0
282,1PD,2023-Q3,2023-W36,Netherlands,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
283,1PD,2023-Q3,2023-W36,Singapore,B2B,0,0,0,131814.0,959.0,348.86907,13086.524000000001,4153.0
284,1PD,2023-Q3,2023-W36,Spain,CSB,0,0,0,0.0,0.0,0.0,4580.853568044,0.0
285,1PD,2023-Q3,2023-W36,Spain,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
286,1PD,2023-Q3,2023-W36,Sweden,CSB,0,0,0,0.0,0.0,0.0,637.657566439,0.0
287,1PD,2023-Q3,2023-W36,Sweden,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
288,1PD,2023-Q3,2023-W36,Switzerland,CSB,0,0,0,0.0,0.0,0.0,4905.064017071,0.0
289,1PD,2023-Q3,2023-W36,Switzerland,CSB,0,0,0,0.0,0.0,0.0,211.421373084,0.0
290,1PD,2023-Q3,2023-W36,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,61950.517632,0.0
291,1PD,2023-Q3,2023-W36,United Kingdom,CSB,0,LiveRamp,LiveRamp,0.0,0.0,1926.771122121,0.0,0.0
292,1PD,2023-Q3,2023-W36,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
293,1PD,2023-Q3,2023-W36,United States,B2B,0,0,0,30295508.0,15535.0,263342.9548098105,18576607.005,135774.0
294,1PD,2023-Q3,2023-W36,United States,CSB,0,0,0,41481543.0,544122.0,321967.2135375628,1805746.09,0.0
295,1PD,2023-Q3,2023-W36,United States,CSB,0,0,0,845760.0,764.0,9174.9915709154,13885.029999999999,0.0
296,1PD,2023-Q3,2023-W37,Australia,B2B,0,0,0,252878.0,722.0,1849.300365,50537.767,3447.0
297,1PD,2023-Q3,2023-W37,Canada,B2B,0,0,0,2625776.0,1573.0,24169.4323503085,884223.76,15050.0
298,1PD,2023-Q3,2023-W37,Canada,CSB,0,0,0,13558982.0,11492.0,64926.9867398664,110728.4,0.0
299,1PD,2023-Q3,2023-W37,Canada,CSB,0,0,0,1073195.0,443.0,2476.7884099508,1978.0,0.0
300,1PD,2023-Q3,2023-W37,France,CSB,0,0,0,0.0,0.0,0.0,8491.724717497998,0.0
301,1PD,2023-Q3,2023-W37,France,CSB,0,LiveRamp,LiveRamp,0.0,0.0,296.021531266,0.0,0.0
302,1PD,2023-Q3,2023-W37,Germany,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
303,1PD,2023-Q3,2023-W37,Germany,CSB,0,0,0,0.0,0.0,0.0,3163.206594794,0.0
304,1PD,2023-Q3,2023-W37,India,B2B,0,0,0,687045.0,14086.0,2120.170318,5510.393,21008.0
305,1PD,2023-Q3,2023-W37,India,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
306,1PD,2023-Q3,2023-W37,Japan,B2B,0,0,0,425597.0,3837.0,3176.007224,86773.977,15517.0
307,1PD,2023-Q3,2023-W37,Japan,CSB,0,0,0,105137032.0,280906.0,61828.603994366,1927338.3234692751,0.0
308,1PD,2023-Q3,2023-W37,Japan,CSB,0,0,0,0.0,12.0,0.0,0.0,0.0
309,1PD,2023-Q3,2023-W37,Malaysia,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
310,1PD,2023-Q3,2023-W37,Netherlands,CSB,0,0,0,0.0,0.0,0.0,14300.711220626,0.0
311,1PD,2023-Q3,2023-W37,Netherlands,CSB,0,0,0,0.0,0.0,0.0,2879.325612542,0.0
312,1PD,2023-Q3,2023-W37,Singapore,B2B,0,0,0,160427.0,1110.0,723.453096,0.0,4913.0
313,1PD,2023-Q3,2023-W37,Spain,CSB,0,0,0,0.0,0.0,0.0,396.992330351,0.0
314,1PD,2023-Q3,2023-W37,Spain,CSB,0,0,0,0.0,0.0,0.0,1230.5878070869999,0.0
315,1PD,2023-Q3,2023-W37,Sweden,CSB,0,0,0,0.0,0.0,0.0,2302.85,0.0
316,1PD,2023-Q3,2023-W37,Sweden,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
317,1PD,2023-Q3,2023-W37,Switzerland,CSB,0,0,0,0.0,0.0,0.0,6991.927356709,0.0
318,1PD,2023-Q3,2023-W37,Switzerland,CSB,0,0,0,0.0,0.0,0.0,5640.583665757,0.0
319,1PD,2023-Q3,2023-W37,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,66707.19270004,0.0
320,1PD,2023-Q3,2023-W37,United Kingdom,CSB,0,LiveRamp,LiveRamp,0.0,0.0,2373.9748229079996,552.2577,0.0
321,1PD,2023-Q3,2023-W37,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
322,1PD,2023-Q3,2023-W37,United States,B2B,0,0,0,41200307.0,29322.0,330814.2877163223,28337599.554,205930.0
323,1PD,2023-Q3,2023-W37,United States,CSB,0,0,0,54902776.0,709321.0,539539.4894833827,2117262.4,0.0
324,1PD,2023-Q3,2023-W37,United States,CSB,0,0,0,1280317.0,923.0,12853.2877321115,14848.73,0.0
325,1PD,2023-Q3,2023-W38,Australia,B2B,0,0,0,243021.0,646.0,2041.857594,98846.95999999999,3921.0
326,1PD,2023-Q3,2023-W38,Canada,B2B,0,0,0,2003115.0,1204.0,17587.1638567871,820471.135,13710.0
327,1PD,2023-Q3,2023-W38,Canada,CSB,0,0,0,12087139.0,11091.0,62103.538410229,90516.78,0.0
328,1PD,2023-Q3,2023-W38,Canada,CSB,0,0,0,1089291.0,356.0,2054.3765538721,1932.52,0.0
329,1PD,2023-Q3,2023-W38,France,CSB,0,0,0,0.0,0.0,0.0,8785.258755758001,0.0
330,1PD,2023-Q3,2023-W38,France,CSB,0,LiveRamp,LiveRamp,0.0,0.0,363.575518852,0.0,0.0
331,1PD,2023-Q3,2023-W38,France,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
332,1PD,2023-Q3,2023-W38,Germany,CSB,0,0,0,0.0,0.0,0.0,495.249622437,0.0
333,1PD,2023-Q3,2023-W38,Germany,CSB,0,0,0,0.0,0.0,0.0,4182.0096816919995,0.0
334,1PD,2023-Q3,2023-W38,India,B2B,0,0,0,679585.0,21211.0,2011.948087,259256.071,21963.0
335,1PD,2023-Q3,2023-W38,India,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
336,1PD,2023-Q3,2023-W38,Japan,B2B,0,0,0,409718.0,3064.0,3092.812305,85414.868,17278.0
337,1PD,2023-Q3,2023-W38,Japan,CSB,0,0,0,101379019.0,252371.0,62382.836080525,1732623.664096194,0.0
338,1PD,2023-Q3,2023-W38,Japan,CSB,0,0,0,0.0,6.0,0.0,0.0,0.0
339,1PD,2023-Q3,2023-W38,Malaysia,B2B,0,0,0,0.0,0.0,0.0,17609.651,0.0
340,1PD,2023-Q3,2023-W38,Netherlands,CSB,0,0,0,0.0,0.0,0.0,1414.203911249,0.0
341,1PD,2023-Q3,2023-W38,Netherlands,CSB,0,0,0,0.0,0.0,0.0,371.09135032800003,0.0
342,1PD,2023-Q3,2023-W38,Singapore,B2B,0,0,0,132173.0,776.0,574.201834,2760.261,5076.0
343,1PD,2023-Q3,2023-W38,Spain,CSB,0,0,0,0.0,0.0,0.0,6074.175091363,0.0
344,1PD,2023-Q3,2023-W38,Spain,CSB,0,0,0,0.0,0.0,0.0,8664.803595651,0.0
345,1PD,2023-Q3,2023-W38,Sweden,CSB,0,0,0,0.0,0.0,0.0,5179.554438385,0.0
346,1PD,2023-Q3,2023-W38,Sweden,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
347,1PD,2023-Q3,2023-W38,Switzerland,CSB,0,0,0,0.0,0.0,0.0,5072.685282385,0.0
348,1PD,2023-Q3,2023-W38,Switzerland,CSB,0,0,0,0.0,0.0,0.0,5177.293722444,0.0
349,1PD,2023-Q3,2023-W38,United Kingdom,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
350,1PD,2023-Q3,2023-W38,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,91440.6339,0.0
351,1PD,2023-Q3,2023-W38,United Kingdom,CSB,0,LiveRamp,LiveRamp,0.0,0.0,1719.3034316140001,196.7754,0.0
352,1PD,2023-Q3,2023-W38,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,107.7357,0.0
353,1PD,2023-Q3,2023-W38,United Kingdom,CSB,0,LiveRamp,LiveRamp,0.0,0.0,0.0,0.0,0.0
354,1PD,2023-Q3,2023-W38,United States,B2B,0,0,0,40909227.0,16673.0,289224.9268466323,15270269.824,201235.0
355,1PD,2023-Q3,2023-W38,United States,CSB,0,0,0,48892209.0,795741.0,420244.1505109877,1766023.87,0.0
356,1PD,2023-Q3,2023-W38,United States,CSB,0,0,0,1189380.0,931.0,13220.3126692964,11679.24,0.0
357,1PD,2023-Q3,2023-W39,Australia,B2B,0,0,0,161136.0,417.0,1392.156579,394244.19800000003,3674.0
358,1PD,2023-Q3,2023-W39,Canada,B2B,0,0,0,1863081.0,906.0,8130.339811760499,2461128.34,12779.0
359,1PD,2023-Q3,2023-W39,Canada,CSB,0,0,0,12432335.0,11207.0,67709.0505065463,98621.86,0.0
360,1PD,2023-Q3,2023-W39,Canada,CSB,0,0,0,1147006.0,420.0,2734.9981621331,9439.939999999999,0.0
361,1PD,2023-Q3,2023-W39,France,CSB,0,0,0,0.0,0.0,0.0,776.736938611,0.0
362,1PD,2023-Q3,2023-W39,France,CSB,0,LiveRamp,LiveRamp,0.0,0.0,380.712955922,0.0,0.0
363,1PD,2023-Q3,2023-W39,France,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
364,1PD,2023-Q3,2023-W39,Germany,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
365,1PD,2023-Q3,2023-W39,Germany,CSB,0,0,0,0.0,0.0,0.0,4659.4192118030005,0.0
366,1PD,2023-Q3,2023-W39,Germany,CSB,0,0,0,0.0,0.0,0.0,603.193000233,0.0
367,1PD,2023-Q3,2023-W39,India,B2B,0,0,0,476716.0,13549.0,1562.27086,5543.736,18069.0
368,1PD,2023-Q3,2023-W39,India,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
369,1PD,2023-Q3,2023-W39,Japan,B2B,0,0,0,207053.0,1707.0,1837.67479,88949.515,17815.0
370,1PD,2023-Q3,2023-W39,Japan,CSB,0,0,0,87978943.0,223592.0,67349.47745287299,1515834.584560091,0.0
371,1PD,2023-Q3,2023-W39,Japan,CSB,0,0,0,0.0,14.0,0.0,0.0,0.0
372,1PD,2023-Q3,2023-W39,Malaysia,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
373,1PD,2023-Q3,2023-W39,Netherlands,CSB,0,0,0,0.0,0.0,0.0,10634.785055316,0.0
374,1PD,2023-Q3,2023-W39,Netherlands,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
375,1PD,2023-Q3,2023-W39,Singapore,B2B,0,0,0,83733.0,242.0,439.21146,55943.869999999995,4284.0
376,1PD,2023-Q3,2023-W39,Spain,CSB,0,0,0,0.0,0.0,0.0,9364.659220189,0.0
377,1PD,2023-Q3,2023-W39,Spain,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
378,1PD,2023-Q3,2023-W39,Sweden,CSB,0,0,0,0.0,0.0,0.0,3178.670612799,0.0
379,1PD,2023-Q3,2023-W39,Sweden,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
380,1PD,2023-Q3,2023-W39,Switzerland,CSB,0,0,0,0.0,0.0,0.0,246.126390931,0.0
381,1PD,2023-Q3,2023-W39,Switzerland,CSB,0,0,0,0.0,0.0,0.0,76.401427672,0.0
382,1PD,2023-Q3,2023-W39,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,106888.905851151,0.0
383,1PD,2023-Q3,2023-W39,United Kingdom,CSB,0,LiveRamp,LiveRamp,0.0,0.0,3984.166134244,1034.6145000000001,0.0
384,1PD,2023-Q3,2023-W39,United Kingdom,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
385,1PD,2023-Q3,2023-W39,United States,B2B,0,0,0,46643740.0,22924.0,306940.1342291635,17433236.92,167065.0
386,1PD,2023-Q3,2023-W39,United States,CSB,0,0,0,58743005.0,773931.0,469094.1469350508,1928725.02,0.0
387,1PD,2023-Q3,2023-W39,United States,CSB,0,0,0,1050165.0,935.0,12790.1818604694,9531.55,0.0
388,1PD,2023-Q4,2023-W40,Australia,B2B,0,0,0,173085.0,445.0,1319.437887,108442.264,3234.0
389,1PD,2023-Q4,2023-W40,Canada,B2B,0,0,0,1195603.0,657.0,5737.2166447472,691106.113,19219.0
390,1PD,2023-Q4,2023-W40,Canada,CSB,0,0,0,10567883.0,4170.0,42240.2229048802,100759.84,0.0
391,1PD,2023-Q4,2023-W40,Canada,CSB,0,0,0,892151.0,5067.0,9694.206900548199,718.6800000000001,0.0
392,1PD,2023-Q4,2023-W40,France,CSB,0,0,0,0.0,0.0,4.891008219,1848.539830715,0.0
393,1PD,2023-Q4,2023-W40,France,CSB,0,LiveRamp,LiveRamp,0.0,0.0,1684.815410301,0.0,0.0
394,1PD,2023-Q4,2023-W40,Germany,CSB,0,0,0,0.0,0.0,830.465208,11977.811854635,0.0
395,1PD,2023-Q4,2023-W40,India,B2B,0,0,0,331115.0,18193.0,1638.238209,77713.234,12531.0
396,1PD,2023-Q4,2023-W40,India,CSB,0,0,0,4.0,0.0,0.0,0.0,0.0
397,1PD,2023-Q4,2023-W40,Japan,B2B,0,0,0,133593.0,970.0,651.2921670000001,134316.782,10431.0
398,1PD,2023-Q4,2023-W40,Japan,CSB,0,0,0,29029159.0,112194.0,15612.690159241,909792.096659644,0.0
399,1PD,2023-Q4,2023-W40,Japan,CSB,0,0,0,22056418.0,36449.0,0.0,129645.69225377,0.0
400,1PD,2023-Q4,2023-W40,Malaysia,B2B,0,0,0,0.0,0.0,0.0,954.031,0.0
401,1PD,2023-Q4,2023-W40,Netherlands,CSB,0,0,0,0.0,0.0,21.174569472,3516.3936513619997,0.0
402,1PD,2023-Q4,2023-W40,Singapore,B2B,0,0,0,71889.0,548.0,391.706177,0.0,3671.0
403,1PD,2023-Q4,2023-W40,Spain,CSB,0,0,0,0.0,0.0,183.16558962099998,1055.315860409,0.0
404,1PD,2023-Q4,2023-W40,Sweden,CSB,0,0,0,0.0,0.0,11.896791968,3258.59168695,0.0
405,1PD,2023-Q4,2023-W40,Switzerland,CSB,0,0,0,0.0,0.0,1.071027146,8556.173218674001,0.0
406,1PD,2023-Q4,2023-W40,United Kingdom,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
407,1PD,2023-Q4,2023-W40,United Kingdom,CSB,0,0,0,0.0,0.0,325.971789245,93082.227982336,0.0
408,1PD,2023-Q4,2023-W40,United Kingdom,CSB,0,LiveRamp,LiveRamp,0.0,0.0,0.009553589000000001,555.89719,0.0
409,1PD,2023-Q4,2023-W40,United States,B2B,0,0,0,19961969.0,7621.0,177476.3806129195,17090934.835,183024.0
410,1PD,2023-Q4,2023-W40,United States,CSB,0,0,0,32085020.0,95840.0,529159.4177690033,1325531.81,0.0
411,1PD,2023-Q4,2023-W40,United States,CSB,0,0,0,10621228.0,24733.0,48213.819149,714526.88,0.0
412,1PD,2023-Q4,2023-W41,Australia,B2B,0,0,0,254969.0,590.0,2106.659586,94169.73700000001,5278.0
413,1PD,2023-Q4,2023-W41,Canada,B2B,0,0,0,1933909.0,1033.0,8568.1065298,1698161.387,26151.0
414,1PD,2023-Q4,2023-W41,Canada,CSB,0,0,0,13133344.0,5584.0,57925.8257349761,122136.45,0.0
415,1PD,2023-Q4,2023-W41,Canada,CSB,0,0,0,1143323.0,9207.0,13328.4450219416,1601.94,0.0
416,1PD,2023-Q4,2023-W41,France,CSB,0,0,0,0.0,0.0,345.64132404099996,0.0,0.0
417,1PD,2023-Q4,2023-W41,France,CSB,0,LiveRamp,LiveRamp,0.0,0.0,5242.2879643920005,0.0,0.0
418,1PD,2023-Q4,2023-W41,Germany,CSB,0,0,0,0.0,0.0,7678.841882,6257.618842422,0.0
419,1PD,2023-Q4,2023-W41,India,B2B,0,0,0,539697.0,49846.0,2258.8781520000002,88693.541,21302.0
420,1PD,2023-Q4,2023-W41,India,CSB,0,0,0,2.0,0.0,0.0,0.0,0.0
421,1PD,2023-Q4,2023-W41,Japan,B2B,0,0,0,249950.0,1298.0,1138.772551,130782.863,11079.0
422,1PD,2023-Q4,2023-W41,Japan,CSB,0,0,0,32811552.0,127804.0,37438.909132587,791873.849889579,0.0
423,1PD,2023-Q4,2023-W41,Japan,CSB,0,0,0,17829795.0,27212.0,0.0,96764.01935156,0.0
424,1PD,2023-Q4,2023-W41,Malaysia,B2B,0,0,0,0.0,0.0,0.0,1790.442,0.0
425,1PD,2023-Q4,2023-W41,Netherlands,CSB,0,0,0,0.0,0.0,328.313966095,16642.57823644,0.0
426,1PD,2023-Q4,2023-W41,Singapore,B2B,0,0,0,128806.0,2232.0,720.078043,44941.903999999995,4743.0
427,1PD,2023-Q4,2023-W41,Spain,CSB,0,0,0,0.0,0.0,626.984723624,2748.9891610639997,0.0
428,1PD,2023-Q4,2023-W41,Sweden,CSB,0,0,0,0.0,0.0,185.366467497,294.651868698,0.0
429,1PD,2023-Q4,2023-W41,Switzerland,CSB,0,0,0,0.0,0.0,291.464068311,2844.699883589,0.0
430,1PD,2023-Q4,2023-W41,United Kingdom,CSB,0,0,0,0.0,0.0,5029.376386789,70135.37875600401,0.0
431,1PD,2023-Q4,2023-W41,United Kingdom,CSB,0,LiveRamp,LiveRamp,0.0,0.0,0.0,1975.2574,0.0
432,1PD,2023-Q4,2023-W41,United States,B2B,0,0,0,45994847.0,19231.0,279236.3792992324,16723390.635,237762.0
433,1PD,2023-Q4,2023-W41,United States,CSB,0,0,0,45220676.0,295986.0,738574.965062993,1426643.02,0.0
434,1PD,2023-Q4,2023-W41,United States,CSB,0,0,0,12966219.0,23082.0,63326.476011,605249.19,0.0
435,1PD,2023-Q4,2023-W42,Australia,B2B,0,0,0,263211.0,866.0,2347.573034,115319.152,4864.0
436,1PD,2023-Q4,2023-W42,Canada,B2B,0,0,0,1934933.0,1005.0,7735.9176248106,1391042.433,28758.0
437,1PD,2023-Q4,2023-W42,Canada,CSB,0,0,0,16074120.0,5602.0,72089.6675196681,196614.03,0.0
438,1PD,2023-Q4,2023-W42,Canada,CSB,0,0,0,1439639.0,11820.0,17384.4104860827,10965.25,0.0
439,1PD,2023-Q4,2023-W42,France,CSB,0,0,0,0.0,0.0,3766.46506135,569.80088022,0.0
440,1PD,2023-Q4,2023-W42,France,CSB,0,LiveRamp,LiveRamp,0.0,0.0,0.0,0.0,0.0
441,1PD,2023-Q4,2023-W42,Germany,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
442,1PD,2023-Q4,2023-W42,Germany,CSB,0,0,0,0.0,0.0,8636.935997,6584.239292549,0.0
443,1PD,2023-Q4,2023-W42,India,B2B,0,0,0,700284.0,49784.0,2348.688318,88114.321,22650.0
444,1PD,2023-Q4,2023-W42,Japan,B2B,0,0,0,250377.0,1363.0,1194.810147,29147.454999999998,10529.0
445,1PD,2023-Q4,2023-W42,Japan,CSB,0,0,0,35058205.0,127765.0,45371.885310707,795421.8018579499,0.0
446,1PD,2023-Q4,2023-W42,Japan,CSB,0,0,0,13814327.0,23545.0,0.0,85315.345250614,0.0
447,1PD,2023-Q4,2023-W42,Malaysia,B2B,0,0,0,0.0,0.0,0.0,8977.995,0.0
448,1PD,2023-Q4,2023-W42,Netherlands,CSB,0,0,0,0.0,0.0,2028.459157299,10406.911994028,0.0
449,1PD,2023-Q4,2023-W42,Singapore,B2B,0,0,0,132391.0,3816.0,806.886004,15936.752,3616.0
450,1PD,2023-Q4,2023-W42,Spain,CSB,0,0,0,0.0,0.0,2172.9650509929997,7049.765322728,0.0
451,1PD,2023-Q4,2023-W42,Sweden,CSB,0,0,0,0.0,0.0,1009.713852092,0.0,0.0
452,1PD,2023-Q4,2023-W42,Switzerland,CSB,0,0,0,0.0,0.0,1864.310441612,1662.029074529,0.0
453,1PD,2023-Q4,2023-W42,United Kingdom,CSB,0,0,0,0.0,0.0,3466.3368517080003,52651.190235233,0.0
454,1PD,2023-Q4,2023-W42,United Kingdom,CSB,0,LiveRamp,LiveRamp,0.0,0.0,0.0,1149.439368,0.0
455,1PD,2023-Q4,2023-W42,United States,B2B,0,0,0,33343585.0,17331.0,277122.5194642372,22910734.053999998,258255.0
456,1PD,2023-Q4,2023-W42,United States,CSB,0,0,0,54253405.0,332891.0,882413.4617500019,1831188.39,0.0
457,1PD,2023-Q4,2023-W42,United States,CSB,0,0,0,16296878.0,84284.0,85827.360251,747776.25,0.0
458,1PD,2023-Q4,2023-W43,Australia,B2B,0,0,0,324432.0,2346.0,3040.499345,31327.478,4949.0
459,1PD,2023-Q4,2023-W43,Canada,B2B,0,0,0,2481380.0,1156.0,12336.0045748749,1056427.664,23069.0
460,1PD,2023-Q4,2023-W43,Canada,CSB,0,0,0,27817758.0,8278.0,146449.9342603531,324398.13,0.0
461,1PD,2023-Q4,2023-W43,Canada,CSB,0,0,0,3097543.0,24206.0,55021.6889181316,20190.66,0.0
462,1PD,2023-Q4,2023-W43,France,CSB,0,0,0,0.0,0.0,4167.967382242,1150.943396226,0.0
463,1PD,2023-Q4,2023-W43,France,CSB,0,LiveRamp,LiveRamp,0.0,0.0,0.0,0.0,0.0
464,1PD,2023-Q4,2023-W43,Germany,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
465,1PD,2023-Q4,2023-W43,Germany,CSB,0,0,0,0.0,0.0,9754.00546,18550.96407718,0.0
466,1PD,2023-Q4,2023-W43,India,B2B,0,0,0,699076.0,53329.0,2478.655349,50876.398,14004.0
467,1PD,2023-Q4,2023-W43,India,CSB,0,0,0,14.0,0.0,0.0,0.0,0.0
468,1PD,2023-Q4,2023-W43,Japan,B2B,0,0,0,267614.0,1352.0,1355.327623,42974.176,5455.0
469,1PD,2023-Q4,2023-W43,Japan,CSB,0,0,0,40452119.0,161717.0,53905.351867383,1014727.045215552,0.0
470,1PD,2023-Q4,2023-W43,Japan,CSB,0,0,0,11111811.0,21292.0,0.0,92020.021030495,0.0
471,1PD,2023-Q4,2023-W43,Malaysia,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
472,1PD,2023-Q4,2023-W43,Netherlands,CSB,0,0,0,0.0,0.0,1907.0861457229998,16077.631096222,0.0
473,1PD,2023-Q4,2023-W43,Singapore,B2B,0,0,0,133849.0,3971.0,847.218404,3704.03,1886.0
474,1PD,2023-Q4,2023-W43,Spain,CSB,0,0,0,0.0,0.0,2244.237572348,8649.394893346998,0.0
475,1PD,2023-Q4,2023-W43,Sweden,CSB,0,0,0,0.0,0.0,1001.539799357,399.70303822,0.0
476,1PD,2023-Q4,2023-W43,Switzerland,CSB,0,0,0,0.0,0.0,1768.4333636610002,12250.846990195001,0.0
