,Audience Type,Fiscal Quarter,Fiscal Week Year,Country,BU,Audience Source,ID Provider,Audience Source Final,Impressions,Clicks,Spend,Net Rev,HVE
5043,3PD,2024-Q2,2024-W16,Malaysia,CSB,0,0,0,2638230.0,25353.0,2920.9720781739998,29851.984716158,0.0
5044,3PD,2024-Q2,2024-W16,Mexico,B2B,0,0,0,1609689.0,5969.0,3068.054787,0.0,695.0
5045,3PD,2024-Q2,2024-W16,Mexico,B2B,0,0,0,33578.0,137.0,677.357801,0.0,0.0
5046,3PD,2024-Q2,2024-W16,Mexico,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
5047,3PD,2024-Q2,2024-W16,Netherlands,B2B,0,0,0,623062.0,704.0,2111.817042242,17302.826999999997,81.0
5048,3PD,2024-Q2,2024-W16,Netherlands,B2B,0,0,0,404829.0,403.0,2998.812752712,4499.269,412.0
5049,3PD,2024-Q2,2024-W16,Netherlands,CSB,0,0,0,934376.0,62.0,3597.3475999999996,149005.706906366,0.0
5050,3PD,2024-Q2,2024-W16,Netherlands,CSB,0,0,0,1.0,5256.0,0.0,67407.57227182,0.0
5051,3PD,2024-Q2,2024-W16,New Zealand,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
5052,3PD,2024-Q2,2024-W16,New Zealand,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
5053,3PD,2024-Q2,2024-W16,Norway,B2B,0,0,0,0.0,0.0,0.0,1382.075,48.0
5054,3PD,2024-Q2,2024-W16,Singapore,B2B,0,0,0,384064.0,1540.0,1525.095513,0.0,1760.0
5055,3PD,2024-Q2,2024-W16,Singapore,B2B,0,0,0,1250283.0,3029.0,4388.015838,11884.154999999999,4293.0
5056,3PD,2024-Q2,2024-W16,Singapore,B2B,AIQ CRM,AIQ CRM,AIQ CRM,7935.0,6.0,57.560759,0.0,22.0
5057,3PD,2024-Q2,2024-W16,Singapore,CSB,0,0,0,2171065.0,24336.0,10142.55768871,38916.5398956,0.0
5058,3PD,2024-Q2,2024-W16,Spain,B2B,0,0,0,629442.0,62.0,2407.7413786390002,16306.204,99.0
5059,3PD,2024-Q2,2024-W16,Spain,B2B,0,0,0,314699.0,308.0,1775.552334521,0.0,606.0
5060,3PD,2024-Q2,2024-W16,Spain,CSB,0,0,0,0.0,0.0,0.0,497.386687,0.0
5061,3PD,2024-Q2,2024-W16,Spain,CSB,0,0,0,96087.0,4022.0,794.405471711,91079.989197921,0.0
5062,3PD,2024-Q2,2024-W16,Sweden,B2B,0,0,0,230338.0,45.0,872.052719941,7036.927,116.0
5063,3PD,2024-Q2,2024-W16,Sweden,B2B,0,0,0,218691.0,231.0,2223.387345082,0.0,118.0
5064,3PD,2024-Q2,2024-W16,Sweden,CSB,0,0,0,16.0,0.0,0.0,2676.976200696,0.0
5065,3PD,2024-Q2,2024-W16,Switzerland,B2B,0,0,0,409346.0,452.0,1585.387495155,18381.989999999998,59.0
5066,3PD,2024-Q2,2024-W16,Switzerland,B2B,0,0,0,328412.0,190.0,2309.161750131,94455.701,219.0
5067,3PD,2024-Q2,2024-W16,Switzerland,CSB,0,0,0,307526.0,216.0,457.81305002600004,9415.712093641,0.0
5068,3PD,2024-Q2,2024-W16,Switzerland,CSB,0,0,0,1.0,912.0,0.0,21766.162294373,0.0
5069,3PD,2024-Q2,2024-W16,United Kingdom,B2B,0,0,0,1708083.0,1130.0,5245.29856069,33700.846,714.0
5070,3PD,2024-Q2,2024-W16,United Kingdom,B2B,0,0,0,1112320.0,977.0,8673.786462237,328282.698,6025.0
5071,3PD,2024-Q2,2024-W16,United Kingdom,CSB,0,0,0,7.0,0.0,0.0,66191.525749259,0.0
5072,3PD,2024-Q2,2024-W16,United Kingdom,CSB,0,0,0,817655.0,28266.0,1072.796095657,926709.013836112,0.0
5073,3PD,2024-Q2,2024-W16,United States,B2B,0,0,0,1145813.0,3316.0,6441.21,0.0,549.0
5074,3PD,2024-Q2,2024-W16,United States,B2B,0,0,0,73719322.0,69977.0,249775.3530560405,6361024.005,121089.0
5075,3PD,2024-Q2,2024-W16,United States,B2B,Liveramp,Liveramp,Liveramp,9981102.0,2931.0,14353.981791983,38890.74,3115.0
5076,3PD,2024-Q2,2024-W16,United States,B2B,Oracle,Oracle,Oracle,1924546.0,367.0,2345.900000004,393.82,509.0
5077,3PD,2024-Q2,2024-W16,United States,CSB,0,0,0,13738661.0,6039.0,160603.20539999602,152964.07,0.0
5078,3PD,2024-Q2,2024-W16,United States,CSB,0,0,0,140574318.0,292396.0,758182.6025327462,809824.98,0.0
5079,3PD,2024-Q2,2024-W16,United States,CSB,0,Permutive,Permutive,441786.0,94.0,4572.486454,1353.99,0.0
5080,3PD,2024-Q2,2024-W16,United States,CSB,Liveramp,Liveramp,Liveramp,1933647.0,250.0,32070.595807001,2481.69,0.0
5081,3PD,2024-Q2,2024-W17,Australia,B2B,0,0,0,480996.0,4337.0,2286.923633,70126.02100000001,1869.0
5082,3PD,2024-Q2,2024-W17,Australia,B2B,0,0,0,2616954.0,9856.0,7941.430753,149929.832,5549.0
5083,3PD,2024-Q2,2024-W17,Australia,B2B,AIQ CRM,AIQ CRM,AIQ CRM,54890.0,34.0,366.913563,0.0,82.0
5084,3PD,2024-Q2,2024-W17,Australia,CSB,0,0,0,1387884.0,22645.0,13880.747294443,655333.516513,0.0
5085,3PD,2024-Q2,2024-W17,Australia,CSB,0,0,0,15008441.0,60592.0,42242.891258803,24908.357239999998,0.0
5086,3PD,2024-Q2,2024-W17,Australia,CSB,0,LiveRamp,LiveRamp,25803.0,41.0,56.30142182,0.0,0.0
5087,3PD,2024-Q2,2024-W17,Austria,B2B,0,0,0,4.0,0.0,0.0,0.0,0.0
5088,3PD,2024-Q2,2024-W17,Belgium,B2B,0,0,0,3.0,0.0,0.0,0.0,1.0
5089,3PD,2024-Q2,2024-W17,Belgium,B2B,0,0,0,66549.0,107.0,1151.720802078,0.0,20.0
5090,3PD,2024-Q2,2024-W17,Brazil,B2B,0,0,0,2441042.0,25109.0,3761.1087150000003,0.0,1420.0
5091,3PD,2024-Q2,2024-W17,Brazil,B2B,0,0,0,31685.0,115.0,279.367148,0.0,61.0
5092,3PD,2024-Q2,2024-W17,Canada,B2B,0,0,0,511132.0,1661.0,2336.8168599038,0.0,49.0
5093,3PD,2024-Q2,2024-W17,Canada,B2B,0,0,0,15364462.0,10842.0,32783.201473669404,674312.457,13625.0
5094,3PD,2024-Q2,2024-W17,Canada,B2B,Liveramp,Liveramp,Liveramp,15.0,0.0,0.0,0.0,0.0
5095,3PD,2024-Q2,2024-W17,Canada,CSB,0,0,0,15122690.0,8853.0,26244.3430898164,0.0,0.0
5096,3PD,2024-Q2,2024-W17,Canada,CSB,0,Permutive,Permutive,150146.0,37.0,802.8730797327,0.0,0.0
5097,3PD,2024-Q2,2024-W17,Canada,CSB,0,0,0,40370425.0,113031.0,128084.0857140835,170219.93,0.0
5098,3PD,2024-Q2,2024-W17,Canada,CSB,Liveramp,Liveramp,Liveramp,54958.0,7.0,780.8834374242,0.0,0.0
5099,3PD,2024-Q2,2024-W17,Canada,CSB,The Trade Desk,The Trade Desk,The Trade Desk,345014.0,103.0,5356.6495105558,0.0,0.0
5100,3PD,2024-Q2,2024-W17,France,B2B,0,0,0,1491021.0,6842.0,4662.8489155160005,72225.411,591.0
5101,3PD,2024-Q2,2024-W17,France,B2B,0,0,0,1522565.0,1867.0,13139.41807817,59655.335999999996,3577.0
5102,3PD,2024-Q2,2024-W17,France,CSB,0,0,0,5597654.0,5618.0,11141.81693419,23278.738644978,0.0
5103,3PD,2024-Q2,2024-W17,France,CSB,0,0,0,41243656.0,102250.0,17887.505154000002,697587.4857286391,0.0
5104,3PD,2024-Q2,2024-W17,Germany,B2B,0,0,0,2640900.0,1838.0,9699.095096344001,20149.715,526.0
5105,3PD,2024-Q2,2024-W17,Germany,B2B,0,0,0,2248613.0,2145.0,14816.525344771,142432.326,3122.0
5106,3PD,2024-Q2,2024-W17,Germany,CSB,0,0,0,3811357.0,7036.0,9766.658030199,135617.652338899,0.0
5107,3PD,2024-Q2,2024-W17,Germany,CSB,0,0,0,81503768.0,93568.0,22872.336209076,515383.288476807,0.0
5108,3PD,2024-Q2,2024-W17,India,B2B,0,0,0,1266774.0,10317.0,3005.033555,2751.968,3514.0
5109,3PD,2024-Q2,2024-W17,India,B2B,0,0,0,2371831.0,16071.0,5420.41777,63980.423,8697.0
5110,3PD,2024-Q2,2024-W17,India,B2B,AIQ CRM,AIQ CRM,AIQ CRM,155373.0,634.0,485.431177,0.0,212.0
5111,3PD,2024-Q2,2024-W17,India,CSB,0,0,0,6.0,0.0,0.0,0.0,0.0
5112,3PD,2024-Q2,2024-W17,India,CSB,0,0,0,1488886.0,5083.0,0.0,12775.130377523,0.0
5113,3PD,2024-Q2,2024-W17,Ireland,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
5114,3PD,2024-Q2,2024-W17,Ireland,B2B,0,0,0,66192.0,268.0,1570.0636,0.0,20.0
5115,3PD,2024-Q2,2024-W17,Italy,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
5116,3PD,2024-Q2,2024-W17,Italy,B2B,0,0,0,101313.0,326.0,1430.967957568,5627.304,126.0
5117,3PD,2024-Q2,2024-W17,Japan,B2B,0,0,0,651656.0,4188.0,2431.468025,787.163,1919.0
5118,3PD,2024-Q2,2024-W17,Japan,B2B,0,0,0,6241784.0,9266.0,19750.238785,27356.57,20130.0
5119,3PD,2024-Q2,2024-W17,Japan,B2B,AIQ CRM,AIQ CRM,AIQ CRM,56435.0,137.0,251.475852,0.0,87.0
5120,3PD,2024-Q2,2024-W17,Japan,CSB,0,0,0,0.0,11805.0,0.0,78473.20599252,0.0
5121,3PD,2024-Q2,2024-W17,Malaysia,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
5122,3PD,2024-Q2,2024-W17,Malaysia,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
5123,3PD,2024-Q2,2024-W17,Malaysia,B2B,AIQ CRM,AIQ CRM,AIQ CRM,0.0,0.0,0.0,0.0,0.0
5124,3PD,2024-Q2,2024-W17,Malaysia,CSB,0,0,0,2541442.0,26382.0,2747.1109567619997,27018.728703547,0.0
5125,3PD,2024-Q2,2024-W17,Mexico,B2B,0,0,0,10209885.0,43873.0,28976.541376,0.0,1200.0
5126,3PD,2024-Q2,2024-W17,Mexico,B2B,0,0,0,21756.0,135.0,1658.6469550000002,0.0,0.0
5127,3PD,2024-Q2,2024-W17,Mexico,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
5128,3PD,2024-Q2,2024-W17,Netherlands,B2B,0,0,0,1048153.0,1362.0,3552.64719571,21035.112999999998,133.0
5129,3PD,2024-Q2,2024-W17,Netherlands,B2B,0,0,0,713574.0,414.0,4017.544280609,5858.943,505.0
5130,3PD,2024-Q2,2024-W17,Netherlands,CSB,0,0,0,601960.0,100.0,2317.373173082,73785.291149753,0.0
5131,3PD,2024-Q2,2024-W17,Netherlands,CSB,0,0,0,8.0,3119.0,0.0,58912.688627191,0.0
5132,3PD,2024-Q2,2024-W17,New Zealand,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
5133,3PD,2024-Q2,2024-W17,Norway,B2B,0,0,0,0.0,0.0,0.0,0.0,12.0
5134,3PD,2024-Q2,2024-W17,Singapore,B2B,0,0,0,450709.0,4960.0,1464.75844,1001.199,1689.0
5135,3PD,2024-Q2,2024-W17,Singapore,B2B,0,0,0,1566970.0,4407.0,4791.694073,3480.032,4537.0
5136,3PD,2024-Q2,2024-W17,Singapore,B2B,AIQ CRM,AIQ CRM,AIQ CRM,4618.0,3.0,59.976052,0.0,22.0
5137,3PD,2024-Q2,2024-W17,Singapore,CSB,0,0,0,4432696.0,29774.0,16200.463965205,54731.659870766,0.0
5138,3PD,2024-Q2,2024-W17,Spain,B2B,0,0,0,564167.0,84.0,2158.068211245,90826.618,168.0
5139,3PD,2024-Q2,2024-W17,Spain,B2B,0,0,0,294691.0,279.0,1702.262757982,520.053,422.0
5140,3PD,2024-Q2,2024-W17,Spain,CSB,0,0,0,0.0,0.0,0.0,80.91335,0.0
5141,3PD,2024-Q2,2024-W17,Spain,CSB,0,0,0,87916.0,4095.0,790.616941888,86556.118449398,0.0
5142,3PD,2024-Q2,2024-W17,Sweden,B2B,0,0,0,401864.0,60.0,1521.457225958,45259.653,145.0
5143,3PD,2024-Q2,2024-W17,Sweden,B2B,0,0,0,351082.0,327.0,3692.9277248920002,2036.343,118.0
5144,3PD,2024-Q2,2024-W17,Sweden,CSB,0,0,0,4.0,0.0,0.0,4125.60404445,0.0
5145,3PD,2024-Q2,2024-W17,Switzerland,B2B,0,0,0,516475.0,466.0,2000.33571648,1540.514,55.0
5146,3PD,2024-Q2,2024-W17,Switzerland,B2B,0,0,0,333294.0,172.0,2466.532309042,79003.84700000001,192.0
5147,3PD,2024-Q2,2024-W17,Switzerland,CSB,0,0,0,575055.0,442.0,743.248300154,4023.641565292,0.0
5148,3PD,2024-Q2,2024-W17,Switzerland,CSB,0,0,0,0.0,1267.0,0.0,15353.406232915,0.0
5149,3PD,2024-Q2,2024-W17,United Kingdom,B2B,0,0,0,2829354.0,3119.0,8239.632314766,42877.036,1262.0
5150,3PD,2024-Q2,2024-W17,United Kingdom,B2B,0,0,0,1654779.0,2258.0,15203.456170233,175547.579,7146.0
5151,3PD,2024-Q2,2024-W17,United Kingdom,CSB,0,0,0,14.0,0.0,0.041670226000000005,9734.903040000001,0.0
5152,3PD,2024-Q2,2024-W17,United Kingdom,CSB,0,0,0,12630142.0,76674.0,17562.696464845,646091.2233021349,0.0
5153,3PD,2024-Q2,2024-W17,United States,B2B,0,0,0,1179462.0,2974.0,5909.529999,0.0,638.0
5154,3PD,2024-Q2,2024-W17,United States,B2B,0,0,0,78382112.0,80247.0,269638.1386790021,5171137.819,128028.0
5155,3PD,2024-Q2,2024-W17,United States,B2B,Liveramp,Liveramp,Liveramp,9683132.0,4923.0,15492.145175994,47104.81,4731.0
5156,3PD,2024-Q2,2024-W17,United States,B2B,Oracle,Oracle,Oracle,15456987.0,4313.0,20195.220000013,6583.09,2851.0
5157,3PD,2024-Q2,2024-W17,United States,CSB,0,0,0,17933884.0,8039.0,165737.259532997,122951.13,0.0
5158,3PD,2024-Q2,2024-W17,United States,CSB,0,0,0,147264802.0,310781.0,811985.0246101083,726280.59,0.0
5159,3PD,2024-Q2,2024-W17,United States,CSB,0,Permutive,Permutive,632445.0,130.0,7833.650954,818.34,0.0
5160,3PD,2024-Q2,2024-W17,United States,CSB,Liveramp,Liveramp,Liveramp,2548142.0,251.0,39474.653300001,2365.45,0.0
5161,3PD,2024-Q2,2024-W18,Australia,B2B,0,0,0,593106.0,5543.0,2762.285319,12810.428,2356.0
5162,3PD,2024-Q2,2024-W18,Australia,B2B,0,0,0,2517032.0,12442.0,7781.158686,1049950.945,6491.0
5163,3PD,2024-Q2,2024-W18,Australia,B2B,AIQ CRM,AIQ CRM,AIQ CRM,47027.0,36.0,346.53094699999997,0.0,104.0
5164,3PD,2024-Q2,2024-W18,Australia,CSB,0,0,0,1505707.0,20816.0,12595.228754718,842132.051407595,0.0
5165,3PD,2024-Q2,2024-W18,Australia,CSB,0,0,0,17056743.0,64382.0,53962.45946134601,25840.37801,0.0
5166,3PD,2024-Q2,2024-W18,Australia,CSB,0,LiveRamp,LiveRamp,285398.0,289.0,1377.531314763,1930.1861,0.0
5167,3PD,2024-Q2,2024-W18,Austria,B2B,0,0,0,1.0,1.0,0.0,0.0,0.0
5168,3PD,2024-Q2,2024-W18,Belgium,B2B,0,0,0,6.0,0.0,0.0,0.0,1.0
5169,3PD,2024-Q2,2024-W18,Belgium,B2B,0,0,0,117295.0,191.0,1969.298195101,2594.168,43.0
5170,3PD,2024-Q2,2024-W18,Brazil,B2B,0,0,0,2030601.0,14017.0,3473.969801,0.0,522.0
5171,3PD,2024-Q2,2024-W18,Brazil,B2B,0,0,0,37168.0,139.0,325.272405,0.0,3.0
5172,3PD,2024-Q2,2024-W18,Canada,B2B,0,0,0,1023932.0,1817.0,3222.0448016806,0.0,38.0
5173,3PD,2024-Q2,2024-W18,Canada,B2B,0,0,0,15105308.0,10858.0,33403.9654343024,1705184.53,14256.0
5174,3PD,2024-Q2,2024-W18,Canada,B2B,Liveramp,Liveramp,Liveramp,81.0,4.0,1.4242675348,0.0,0.0
5175,3PD,2024-Q2,2024-W18,Canada,CSB,0,0,0,13499234.0,7639.0,24166.0176530972,0.0,0.0
5176,3PD,2024-Q2,2024-W18,Canada,CSB,0,Permutive,Permutive,240964.0,170.0,1305.6416728385,0.0,0.0
5177,3PD,2024-Q2,2024-W18,Canada,CSB,0,0,0,38950562.0,75443.0,127714.9743771433,126781.15,0.0
5178,3PD,2024-Q2,2024-W18,Canada,CSB,Liveramp,Liveramp,Liveramp,60636.0,5.0,945.0096560672,0.0,0.0
5179,3PD,2024-Q2,2024-W18,Canada,CSB,The Trade Desk,The Trade Desk,The Trade Desk,340450.0,58.0,5501.0216399173,0.0,0.0
5180,3PD,2024-Q2,2024-W18,France,B2B,0,0,0,1153372.0,6623.0,3280.767478758,32437.036,673.0
5181,3PD,2024-Q2,2024-W18,France,B2B,0,0,0,1524886.0,2556.0,17506.530907949,57411.854999999996,4296.0
5182,3PD,2024-Q2,2024-W18,France,CSB,0,0,0,5050608.0,6389.0,10956.381862972,83965.765963097,0.0
5183,3PD,2024-Q2,2024-W18,France,CSB,0,0,0,36950051.0,73103.0,17016.540494,642451.103813057,0.0
5184,3PD,2024-Q2,2024-W18,Germany,B2B,0,0,0,2386068.0,1885.0,8356.494936837,22483.703,698.0
5185,3PD,2024-Q2,2024-W18,Germany,B2B,0,0,0,2427600.0,4902.0,17617.767076356,62634.281,3421.0
5186,3PD,2024-Q2,2024-W18,Germany,CSB,0,0,0,3441252.0,4228.0,7762.316093764,228888.982352958,0.0
5187,3PD,2024-Q2,2024-W18,Germany,CSB,0,0,0,79152308.0,86673.0,69986.052397444,547077.519957681,0.0
5188,3PD,2024-Q2,2024-W18,India,B2B,0,0,0,1285339.0,13551.0,2986.258554,0.0,4381.0
5189,3PD,2024-Q2,2024-W18,India,B2B,0,0,0,2320155.0,30155.0,5068.849181,11567.974,9231.0
5190,3PD,2024-Q2,2024-W18,India,B2B,AIQ CRM,AIQ CRM,AIQ CRM,136918.0,459.0,464.601082,800.542,184.0
5191,3PD,2024-Q2,2024-W18,India,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
5192,3PD,2024-Q2,2024-W18,India,CSB,0,0,0,0.0,0.0,0.0,2954.689380531,0.0
5193,3PD,2024-Q2,2024-W18,Ireland,B2B,0,0,0,5.0,0.0,0.0,0.0,0.0
5194,3PD,2024-Q2,2024-W18,Ireland,B2B,0,0,0,215865.0,498.0,2944.3048257160003,0.0,60.0
5195,3PD,2024-Q2,2024-W18,Italy,B2B,0,0,0,5.0,0.0,0.0,0.0,0.0
5196,3PD,2024-Q2,2024-W18,Italy,B2B,0,0,0,150562.0,309.0,2417.968076034,11587.543,182.0
5197,3PD,2024-Q2,2024-W18,Japan,B2B,0,0,0,494742.0,4517.0,1655.946981,0.0,1728.0
5198,3PD,2024-Q2,2024-W18,Japan,B2B,0,0,0,6430633.0,23491.0,20919.651926,20676.071,21388.0
5199,3PD,2024-Q2,2024-W18,Japan,B2B,AIQ CRM,AIQ CRM,AIQ CRM,58979.0,82.0,257.711786,0.0,73.0
5200,3PD,2024-Q2,2024-W18,Japan,CSB,0,0,0,0.0,7398.0,0.0,48868.696629211,0.0
5201,3PD,2024-Q2,2024-W18,Malaysia,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
5202,3PD,2024-Q2,2024-W18,Malaysia,B2B,0,0,0,0.0,0.0,0.0,0.0,0.0
5203,3PD,2024-Q2,2024-W18,Malaysia,B2B,AIQ CRM,AIQ CRM,AIQ CRM,0.0,0.0,0.0,0.0,0.0
5204,3PD,2024-Q2,2024-W18,Malaysia,CSB,0,0,0,6434957.0,46672.0,7384.250344939001,25070.264192141,0.0
5205,3PD,2024-Q2,2024-W18,Mexico,B2B,0,0,0,11971362.0,64198.0,26792.773536,0.0,899.0
5206,3PD,2024-Q2,2024-W18,Mexico,B2B,0,0,0,20546.0,121.0,1201.692784,0.0,3.0
5207,3PD,2024-Q2,2024-W18,Mexico,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
5208,3PD,2024-Q2,2024-W18,Netherlands,B2B,0,0,0,975577.0,1309.0,3306.645107445,72497.99799999999,230.0
5209,3PD,2024-Q2,2024-W18,Netherlands,B2B,0,0,0,820773.0,494.0,4843.395921704,4735.2,772.0
5210,3PD,2024-Q2,2024-W18,Netherlands,CSB,0,0,0,2238197.0,316.0,8496.136532614,59336.438824812,0.0
5211,3PD,2024-Q2,2024-W18,Netherlands,CSB,0,0,0,9.0,3500.0,0.0,78203.224323,0.0
5212,3PD,2024-Q2,2024-W18,New Zealand,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
5213,3PD,2024-Q2,2024-W18,Norway,B2B,0,0,0,0.0,0.0,0.0,0.0,1.0
5214,3PD,2024-Q2,2024-W18,Singapore,B2B,0,0,0,451529.0,5325.0,1348.089635,1820.662,1609.0
5215,3PD,2024-Q2,2024-W18,Singapore,B2B,0,0,0,1682432.0,7031.0,4872.525288,3321.015,5495.0
5216,3PD,2024-Q2,2024-W18,Singapore,B2B,AIQ CRM,AIQ CRM,AIQ CRM,3882.0,3.0,60.310878,0.0,18.0
5217,3PD,2024-Q2,2024-W18,Singapore,CSB,0,0,0,3081792.0,25899.0,12383.834877223,48020.681300373006,0.0
5218,3PD,2024-Q2,2024-W18,Spain,B2B,0,0,0,413994.0,39.0,1583.6057130489999,76447.19399999999,185.0
5219,3PD,2024-Q2,2024-W18,Spain,B2B,0,0,0,631778.0,684.0,3244.46418264,885.17,428.0
5220,3PD,2024-Q2,2024-W18,Spain,CSB,0,0,0,0.0,0.0,0.0,0.0,0.0
5221,3PD,2024-Q2,2024-W18,Spain,CSB,0,0,0,91556.0,4198.0,834.1119121529999,83933.176529837,0.0
5222,3PD,2024-Q2,2024-W18,Sweden,B2B,0,0,0,324877.0,36.0,1229.975397945,22929.252,169.0
5223,3PD,2024-Q2,2024-W18,Sweden,B2B,0,0,0,356512.0,271.0,3932.8680747930002,1289.002,182.0
5224,3PD,2024-Q2,2024-W18,Sweden,CSB,0,0,0,11.0,0.0,0.0,0.0,0.0
5225,3PD,2024-Q2,2024-W18,Switzerland,B2B,0,0,0,411326.0,355.0,1593.056157512,19173.767,83.0
5226,3PD,2024-Q2,2024-W18,Switzerland,B2B,0,0,0,349619.0,172.0,2910.061602636,27515.572,266.0
5227,3PD,2024-Q2,2024-W18,Switzerland,CSB,0,0,0,648260.0,505.0,770.4061010830001,0.0,0.0
5228,3PD,2024-Q2,2024-W18,Switzerland,CSB,0,0,0,0.0,3538.0,0.0,19545.045455639,0.0
5229,3PD,2024-Q2,2024-W18,United Kingdom,B2B,0,0,0,1963428.0,1841.0,5407.117113621,173882.301,1525.0
5230,3PD,2024-Q2,2024-W18,United Kingdom,B2B,0,0,0,1679272.0,3453.0,17838.60884702,196496.82,10318.0
5231,3PD,2024-Q2,2024-W18,United Kingdom,CSB,0,0,0,3284530.0,1081.0,8301.718787449,53062.022002456,0.0
5232,3PD,2024-Q2,2024-W18,United Kingdom,CSB,0,Permutive,Permutive,116038.0,184.0,807.3652711029999,0.0,0.0
5233,3PD,2024-Q2,2024-W18,United Kingdom,CSB,0,0,0,23893729.0,101471.0,29130.821066334,1057154.602032095,0.0
5234,3PD,2024-Q2,2024-W18,United States,B2B,0,0,0,1072997.0,2890.0,5205.0799990000005,0.0,559.0
5235,3PD,2024-Q2,2024-W18,United States,B2B,0,0,0,87142208.0,103448.0,306398.1260095938,4828261.057,135575.0
5236,3PD,2024-Q2,2024-W18,United States,B2B,Liveramp,Liveramp,Liveramp,9931809.0,4297.0,16658.509508,84005.804,5305.0
5237,3PD,2024-Q2,2024-W18,United States,B2B,Oracle,Oracle,Oracle,20208704.0,6414.0,31587.279999994,145620.24,5978.0
5238,3PD,2024-Q2,2024-W18,United States,CSB,0,0,0,16734792.0,10751.0,163527.2937489941,106380.13,0.0
5239,3PD,2024-Q2,2024-W18,United States,CSB,0,0,0,145319842.0,314968.0,825484.530849067,937427.08,0.0
5240,3PD,2024-Q2,2024-W18,United States,CSB,0,Permutive,Permutive,738012.0,149.0,7612.28975,8565.02,0.0
5241,3PD,2024-Q2,2024-W18,United States,CSB,Liveramp,Liveramp,Liveramp,2263305.0,188.0,34367.94072,6503.93,0.0
5242,3PD,2024-Q2,2024-W19,Australia,B2B,0,0,0,585356.0,4965.0,2620.649335,26910.561999999998,2592.0
5243,3PD,2024-Q2,2024-W19,Australia,B2B,0,0,0,2312297.0,12750.0,7835.622052,100763.708,6236.0
5244,3PD,2024-Q2,2024-W19,Australia,B2B,AIQ CRM,AIQ CRM,AIQ CRM,39234.0,29.0,328.843827,0.0,68.0
5245,3PD,2024-Q2,2024-W19,Australia,CSB,0,0,0,1632797.0,20049.0,13403.159219397,738024.102865,0.0
5246,3PD,2024-Q2,2024-W19,Australia,CSB,0,0,0,17962536.0,94638.0,63832.360290191,24403.802591964002,0.0
5247,3PD,2024-Q2,2024-W19,Australia,CSB,0,LiveRamp,LiveRamp,299638.0,327.0,1837.997714677,982.5104,0.0
5248,3PD,2024-Q2,2024-W19,Austria,B2B,0,0,0,0.0,0.0,0.0,0.0,4.0
5249,3PD,2024-Q2,2024-W19,Belgium,B2B,0,0,0,1.0,0.0,0.0,0.0,0.0
5250,3PD,2024-Q2,2024-W19,Belgium,B2B,0,0,0,217097.0,386.0,3674.7354846709995,4510.0,63.0
5251,3PD,2024-Q2,2024-W19,Brazil,B2B,0,0,0,2977314.0,23723.0,4743.845131,0.0,439.0
5252,3PD,2024-Q2,2024-W19,Brazil,B2B,0,0,0,34288.0,125.0,326.579844,0.0,6.0
5253,3PD,2024-Q2,2024-W19,Canada,B2B,0,0,0,886977.0,1919.0,3539.6019254661,0.0,48.0
5254,3PD,2024-Q2,2024-W19,Canada,B2B,0,0,0,14553515.0,10879.0,33066.8579127337,413839.719,15086.0
5255,3PD,2024-Q2,2024-W19,Canada,B2B,Liveramp,Liveramp,Liveramp,39.0,0.0,0.9148339222,0.0,0.0
5256,3PD,2024-Q2,2024-W19,Canada,CSB,0,0,0,12654102.0,7852.0,26692.7378401855,899.0,0.0
5257,3PD,2024-Q2,2024-W19,Canada,CSB,0,Permutive,Permutive,341455.0,241.0,1860.2416067199001,229.99,0.0
5258,3PD,2024-Q2,2024-W19,Canada,CSB,0,0,0,39678591.0,79962.0,124545.51459315649,153564.35,0.0
5259,3PD,2024-Q2,2024-W19,Canada,CSB,Liveramp,Liveramp,Liveramp,56218.0,3.0,859.6844284362,0.0,0.0
5260,3PD,2024-Q2,2024-W19,Canada,CSB,The Trade Desk,The Trade Desk,The Trade Desk,362438.0,52.0,5558.119720543,0.0,0.0
5261,3PD,2024-Q2,2024-W19,France,B2B,0,0,0,1134015.0,7146.0,3133.745963557,34210.103,838.0
5262,3PD,2024-Q2,2024-W19,France,B2B,0,0,0,2032106.0,3535.0,20451.633686044002,103597.993,4746.0
5263,3PD,2024-Q2,2024-W19,France,CSB,0,0,0,3710755.0,10437.0,10797.56315245,23541.551635,0.0
5264,3PD,2024-Q2,2024-W19,France,CSB,0,0,0,30970666.0,59866.0,17753.017630000002,710168.388918655,0.0
5265,3PD,2024-Q2,2024-W19,Germany,B2B,0,0,0,2488028.0,2585.0,7803.771096986,33492.032,848.0
