,Unnamed: 0,Audience Type,Tactic,Media Buy Name,Campaign Name,Fiscal Quarter,Fiscal Week Year,Country,Display Funnel Mapped,Display Dell Vehicle Mapped,Display Business Unit Mapped,Display Site Name Mapped,Audience Type Name,Impressions,Clicks,Spend,Net Rev,HVE,BU,[Net_ROAS],Segment ID,Audience ID Exists,Dell Audience Name,MediaCom Audience Name,Audience Objective,Seed Information,Audience Composition,Audience Object-Audience Composition,Business Unit,Data Type,Audience Source,Data Provider,Attribute Category,Audience Category Reporting,Platform,Claravine ID,submission_name,submitter_name,created_date,Fiscal Week Quarter,Week Quarter,Permutive_flag,Audience Type Name v2,CTR,CPM,CPC
1613107,1613107,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_120x600_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_GDNSTORYTELLINGSTANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W20,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,37481.0,7.0,74.951593112,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W07,7,False,IN MARKET-3PD BEHAVIOR,0.018676129238814333,1.999722342306769,10.707370444571428
1613114,1613114,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_120x600_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_PERMUTIVE-STANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W19,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,2.0,0.0,0.035206019,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W06,6,True,IN MARKET-3PD BEHAVIOR - Permutive,0.0,17.6030095,inf
1613115,1613115,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_120x600_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_PERMUTIVE-STANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W20,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,17.0,0.0,0.283920564,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W07,7,True,IN MARKET-3PD BEHAVIOR - Permutive,0.0,16.701209647058825,inf
1613116,1613116,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_120x600_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_PERMUTIVE-STANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W21,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,16.0,0.0,0.201102864,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W08,8,True,IN MARKET-3PD BEHAVIOR - Permutive,0.0,12.568928999999999,inf
1613117,1613117,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_120x600_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_PERMUTIVE-STANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W22,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,7.0,0.0,0.204549608,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W09,9,True,IN MARKET-3PD BEHAVIOR - Permutive,0.0,29.22137257142857,inf
1613118,1613118,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_120x600_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_PERMUTIVE-STANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W23,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,4.0,0.0,0.072073316,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W10,10,True,IN MARKET-3PD BEHAVIOR - Permutive,0.0,18.018329,inf
1613131,1613131,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_160x600_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_GDNSTORYTELLINGSTANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W18,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,135187.0,30.0,227.85069095,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W05,5,False,IN MARKET-3PD BEHAVIOR,0.02219148290885958,1.685448237996257,7.595023031666667
1613132,1613132,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_160x600_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_GDNSTORYTELLINGSTANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W19,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,122944.0,25.0,232.472484244,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W06,6,False,IN MARKET-3PD BEHAVIOR,0.020334461218115565,1.89088108605544,9.298899369759999
1613133,1613133,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_160x600_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_GDNSTORYTELLINGSTANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W20,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,99628.0,15.0,181.80274675,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W07,7,False,IN MARKET-3PD BEHAVIOR,0.015056008351065964,1.8248157822098208,12.120183116666668
1613138,1613138,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_160x600_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_PERMUTIVE-STANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W18,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,634.0,3.0,5.799869744,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W05,5,True,IN MARKET-3PD BEHAVIOR - Permutive,0.47318611987381703,9.14805953312303,1.9332899146666669
1613139,1613139,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_160x600_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_PERMUTIVE-STANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W19,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,1072.0,3.0,9.986366306,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W06,6,True,IN MARKET-3PD BEHAVIOR - Permutive,0.2798507462686567,9.315640210820895,3.328788768666667
1613140,1613140,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_160x600_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_PERMUTIVE-STANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W20,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,546.0,4.0,5.154520471,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W07,7,True,IN MARKET-3PD BEHAVIOR - Permutive,0.7326007326007326,9.440513683150183,1.28863011775
1613141,1613141,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_160x600_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_PERMUTIVE-STANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W21,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,180.0,1.0,1.729205102,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W08,8,True,IN MARKET-3PD BEHAVIOR - Permutive,0.5555555555555556,9.606695011111112,1.729205102
1613142,1613142,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_160x600_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_PERMUTIVE-STANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W22,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,26.0,0.0,0.235934144,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W09,9,True,IN MARKET-3PD BEHAVIOR - Permutive,0.0,9.074390153846155,inf
1613143,1613143,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_160x600_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_PERMUTIVE-STANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W23,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,234.0,1.0,2.334062767,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W10,10,True,IN MARKET-3PD BEHAVIOR - Permutive,0.4273504273504274,9.974627209401708,2.334062767
1613359,1613359,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_180x150_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_GDNSTORYTELLINGSTANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W18,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,4235.0,2.0,8.569697713,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W05,5,False,IN MARKET-3PD BEHAVIOR,0.047225501770956316,2.023541372609209,4.2848488565
1613360,1613360,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_180x150_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_GDNSTORYTELLINGSTANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W19,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,4847.0,2.0,10.665509164,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W06,6,False,IN MARKET-3PD BEHAVIOR,0.04126263668248401,2.200435148339179,5.332754582
1613361,1613361,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_180x150_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_GDNSTORYTELLINGSTANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W20,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,3289.0,2.0,6.518124105,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W07,7,False,IN MARKET-3PD BEHAVIOR,0.060808756460930376,1.9817951064153239,3.2590620525
1613413,1613413,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_300x250_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_GDNSTORYTELLINGSTANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W18,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,828254.0,465.0,1587.552876428,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W05,5,False,IN MARKET-3PD BEHAVIOR,0.05614219792479119,1.9167464043976847,3.4140922073720428
1613414,1613414,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_300x250_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_GDNSTORYTELLINGSTANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W19,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,947933.0,605.0,1982.137803106,229.291968,0.0,CSB,0.1156791256595281,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W06,6,False,IN MARKET-3PD BEHAVIOR,0.0638230761034799,2.091010443887912,3.2762608315801653
1613415,1613415,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_300x250_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_GDNSTORYTELLINGSTANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W20,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,626477.0,330.0,1267.75081727,3410.320832,0.0,CSB,2.6900561100357665,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W07,7,False,IN MARKET-3PD BEHAVIOR,0.052675517217711104,2.0236190909961578,3.841669143242424
1613421,1613421,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_300x250_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_PERMUTIVE-STANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W18,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,23872.0,22.0,166.930108757,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W05,5,True,IN MARKET-3PD BEHAVIOR - Permutive,0.09215817694369972,6.99271568184484,7.5877322162272725
1613422,1613422,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_300x250_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_PERMUTIVE-STANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W19,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,36629.0,69.0,272.694415225,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W06,6,True,IN MARKET-3PD BEHAVIOR - Permutive,0.18837533102186793,7.444768222583199,3.952092974275362
1613423,1613423,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_300x250_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_PERMUTIVE-STANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W20,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,51015.0,67.0,525.332241978,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W07,7,True,IN MARKET-3PD BEHAVIOR - Permutive,0.13133392139566794,10.297603488738604,7.8407797310149245
1613424,1613424,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_300x250_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_PERMUTIVE-STANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W21,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,96899.0,107.0,1098.900179074,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W08,8,True,IN MARKET-3PD BEHAVIOR - Permutive,0.11042425618427434,11.340676158412368,10.270095131532711
1613425,1613425,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_300x250_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_PERMUTIVE-STANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W22,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,149631.0,143.0,1832.492230607,5993.17248,0.0,CSB,3.270503623371328,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W09,9,True,IN MARKET-3PD BEHAVIOR - Permutive,0.09556843167525446,12.246741855678302,12.814630983265735
1613426,1613426,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_300x250_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_PERMUTIVE-STANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W23,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,52471.0,40.0,620.989311918,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W10,10,True,IN MARKET-3PD BEHAVIOR - Permutive,0.07623258561872272,11.834905222275161,15.52473279795
1613677,1613677,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_300x50_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_GDNSTORYTELLINGSTANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W18,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,630546.0,239.0,1502.372341446,2446.957408,0.0,CSB,1.6287290044522904,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W05,5,False,IN MARKET-3PD BEHAVIOR,0.037903658099488376,2.3826530363304186,6.2860767424518835
1613678,1613678,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_300x50_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_GDNSTORYTELLINGSTANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W19,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,701502.0,305.0,1737.241846596,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W06,6,False,IN MARKET-3PD BEHAVIOR,0.04347813691194038,2.4764602903427217,5.695874906872131
1613679,1613679,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_300x50_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_GDNSTORYTELLINGSTANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W20,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,440121.0,157.0,1064.043470953,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W07,7,False,IN MARKET-3PD BEHAVIOR,0.035672008379513814,2.41761577146512,6.7773469487452225
1613685,1613685,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_300x50_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_PERMUTIVE-STANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W18,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,19492.0,12.0,151.933420901,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W05,5,True,IN MARKET-3PD BEHAVIOR - Permutive,0.0615637184485943,7.79465528940078,12.661118408416668
1613686,1613686,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_300x50_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_PERMUTIVE-STANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W19,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,14757.0,41.0,114.007686146,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W06,6,True,IN MARKET-3PD BEHAVIOR - Permutive,0.27783424815341873,7.725668235142644,2.7806752718536583
1613687,1613687,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_300x50_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_PERMUTIVE-STANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W20,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,8349.0,25.0,63.732141121,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W07,7,True,IN MARKET-3PD BEHAVIOR - Permutive,0.29943705833033896,7.633505943346509,2.54928564484
1613688,1613688,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_300x50_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_PERMUTIVE-STANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W21,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,4266.0,22.0,31.605566935,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W08,8,True,IN MARKET-3PD BEHAVIOR - Permutive,0.5157055789967182,7.40871236169714,1.4366166788636363
1613689,1613689,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_300x50_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_PERMUTIVE-STANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W22,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,604.0,5.0,4.409560976,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W09,9,True,IN MARKET-3PD BEHAVIOR - Permutive,0.8278145695364238,7.300597642384106,0.8819121952
1613690,1613690,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_300x50_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_PERMUTIVE-STANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W23,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,6791.0,9.0,61.297134749,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W10,10,True,IN MARKET-3PD BEHAVIOR - Permutive,0.13252834634074512,9.026231004123105,6.810792749888889
1613723,1613723,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_300x600_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_GDNSTORYTELLINGSTANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W18,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,106665.0,47.0,197.644320706,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W05,5,False,IN MARKET-3PD BEHAVIOR,0.04406318848732012,1.8529444588759199,4.205198312893617
1613724,1613724,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_300x600_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_GDNSTORYTELLINGSTANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W19,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,82469.0,49.0,158.035529671,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W06,6,False,IN MARKET-3PD BEHAVIOR,0.05941626550582643,1.9163022429155196,3.225214891244898
1613725,1613725,3PD,Others,DV360_IN MARKET-3PD BEHAVIOR_HTML5 BANNER_300x600_DCPM_MSFT JS HOME OEM+WIN_STD_FY24Q2_NA_UK CSB_GDNSTORYTELLINGSTANDARD-BANNER,2024_Q2_UK_CSBO-CSB_AP_DISPLAY_PROSPECTING_CSB,2024-Q2,2024-W20,United Kingdom,Active Prospects,Display,Consumer Small Business,Display & Video 360,IN MARKET-3PD BEHAVIOR,62772.0,30.0,119.362762365,0.0,0.0,CSB,0.0,0,No ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-W07,7,False,IN MARKET-3PD BEHAVIOR,0.04779200917606576,1.9015287447428788,3.9787587455
